total_rooms,population,households,median_house_value
2604,1696,481,136000
2750,1526,484,156500
1000,663,212,99200
3779,2356,722,110600
1930,990,322,162200
2677,1288,375,177500
1632,879,262,166000
2294,1142,365,160800
1524,940,308,154800
5526,3207,1012,143100
1654,1141,420,87100
2691,1409,505,95300
3360,2041,810,100700
5765,3266,1131,113900
2176,1410,434,100200
1840,1288,338,125000
2966,1687,527,129800
2505,1595,498,83500
3685,1939,649,139800
2810,1640,503,98500
1465,817,237,156900
2341,1235,431,165900
1625,825,385,133900
118,54,30,225000
2378,940,451,166000
2123,859,474,144800
1760,741,316,178300
1262,608,298,139300
2821,1206,640,150800
1800,761,277,196100
1313,575,231,116100
1345,718,283,129400
6992,3221,1334,166400
1300,691,239,126500
1738,837,363,135700
2225,864,381,172400
1742,1128,345,113700
4308,2086,776,159700
978,462,184,156300
10191,4377,1789,204200
3424,1460,543,212600
4657,1914,732,199900
3073,1773,493,205400
3913,1782,676,206700
2864,1300,507,287700
2643,1105,467,245200
5303,2017,727,294100
4371,1790,660,297300
5381,2296,872,211000
1660,741,261,225400
4326,1753,646,269600
3796,1679,611,228200
1374,569,235,235500
3310,1811,597,166900
6915,2940,1468,186100
1705,856,341,211800
1692,836,289,197100
1784,788,304,189600
9135,3748,1502,266000
2213,950,370,186400
2199,1025,385,190000
3173,1351,536,243000
1043,425,148,235600
1217,552,194,196200
7136,2959,1507,182000
1408,738,269,169400
4162,1804,1185,179300
4005,1896,893,235700
2639,1111,476,205100
1260,707,221,220800
4043,1832,662,233200
2185,943,366,232100
1454,683,258,265700
1339,601,209,247900
6895,2634,1022,273200
3077,1447,709,91100
1504,749,267,134500
2765,1478,441,136200
60,65,19,250000
2445,721,474,87500
1319,384,269,137500
2476,1213,393,136400
1085,356,232,75000
1209,627,482,156300
974,631,286,140600
3577,1753,593,178300
3228,1666,588,175900
2675,1378,480,139900
2842,1261,535,138200
2965,1591,472,178200
3103,1614,566,169300
2247,1237,397,161900
1755,882,350,166600
1254,498,217,148900
1476,777,297,165500
2001,956,370,194000
1013,436,173,226900
2491,1171,431,202800
3012,1288,512,211500
1797,756,369,165500
1474,782,331,161700
4035,1881,659,192300
2030,867,341,193200
2293,969,399,184000
2839,1372,443,217200
1192,535,172,182000
404,237,88,161300
1256,638,252,161000
1900,918,351,144900
2739,1072,374,259500
1691,807,296,210500
1330,656,205,244100
1433,877,313,184800
1838,899,270,229200
3418,1583,676,196100
2987,1420,540,204100
1977,817,273,240200
2714,1232,409,231100
2738,1316,430,213200
2823,1271,474,207200
3320,1470,543,184100
3364,1980,678,179000
4071,2033,647,190700
3216,1627,715,167800
4253,1883,662,246700
5048,2209,1014,126700
3324,1470,461,260400
2756,1228,426,200600
6290,2724,820,267400
2984,1317,397,265900
3259,1250,478,206200
2342,1191,416,171000
1613,865,336,151100
2470,1174,573,160900
3968,2629,903,166700
2913,1705,693,106300
6445,3621,1735,112500
1323,705,261,151000
1143,578,298,151800
2190,1154,401,159800
1207,724,252,165700
2587,1500,623,175000
3513,1875,694,182000
563,246,123,190800
3866,1555,513,298200
2615,935,366,305100
2636,1142,627,162500
3287,1601,716,220500
1205,608,272,208300
1955,804,317,202300
3526,1660,508,237000
3516,1465,623,213100
3741,1339,499,322300
3192,1317,594,267100
1619,706,220,268000
2077,937,292,273600
2214,848,239,339200
2652,1062,334,330200
1653,814,328,163100
5732,2444,888,231400
2105,993,365,227800
866,341,133,197100
5175,2804,1091,144600
5541,2214,737,279300
4712,1773,615,344800
4274,1503,881,266500
7803,2957,1546,184900
12713,4741,2412,234700
5077,1872,636,351200
3318,1124,393,358800
10093,3645,1219,367700
5438,2310,890,275300
5393,2133,1288,232800
5869,2669,1554,216100
4985,2575,1458,114300
1544,614,238,226000
7201,3264,1433,252100
3872,1629,684,225000
2377,1068,435,250000
1733,796,274,264900
1731,810,295,259800
1550,638,254,292500
1075,486,173,306800
9576,3486,1380,306900
3410,1428,670,266800
3018,1223,489,283900
4133,1691,744,288000
2139,809,340,268800
757,319,123,263300
4781,1879,714,340900
2296,847,322,397500
4125,1699,873,271000
2676,986,473,335700
1677,689,283,310600
2423,998,346,349100
4498,1818,851,321200
5467,2310,963,275800
6349,2450,778,356200
3250,1230,557,312700
3025,1035,452,390600
6039,2181,761,469400
1980,861,290,258200
6719,2843,994,260300
2564,1043,351,275000
831,404,224,350000
1127,518,167,250000
5721,2653,813,266000
2559,1238,377,269800
1407,501,295,157200
3326,1272,402,343500
5121,2464,761,296100
5688,2111,773,312500
3354,1457,425,345800
2498,1027,343,343700
2903,1127,372,359100
6488,2404,765,403400
3279,1222,381,356000
11336,4089,1555,369200
3873,1451,501,341300
14652,5613,2579,356700
3865,1548,432,425100
6875,2889,1307,356100
2255,876,258,461400
452,140,43,432400
227,114,49,434700
200,25,9,350000
3743,1633,567,381900
7241,3221,947,324600
2865,1376,417,399300
1879,729,263,443800
3917,1330,544,386600
2206,926,432,256400
1248,579,269,200000
5948,1997,710,500001
8213,3283,1286,294800
465,146,75,188500
6200,2286,896,359300
3521,1396,467,358700
3031,1087,421,287300
3056,1209,377,441400
3004,1145,376,494000
8953,3011,993,500001
1029,416,122,500001
7479,2744,943,398200
7681,2777,908,500001
3209,1199,392,500001
2939,1177,396,372000
9117,3280,1167,351300
7178,2823,907,450400
10212,4083,1374,382200
4949,1850,590,500001
827,368,136,294400
5738,2099,732,500001
5683,1962,723,455300
880,352,132,406500
3282,1398,601,310300
2372,1067,492,279500
4005,1602,606,348200
2785,1001,363,433300
3227,1260,684,257100
744,295,169,350000
1820,728,229,426100
6986,2865,1124,394400
1077,590,264,387200
2059,410,294,99400
2947,825,626,85000
6130,1750,1286,102700
7475,2092,1449,186500
1025,263,191,155000
5187,1512,986,252400
1102,317,208,206300
2405,680,531,73400
3701,1511,517,367100
5484,2212,770,402600
3398,1351,457,314200
5252,1870,657,454100
1320,1722,141,500001
4048,1486,498,416500
2269,918,313,364500
5130,1887,712,369900
2045,830,252,500001
6201,2415,1141,314000
9147,3371,1269,389900
2131,874,373,355600
4596,1480,650,370200
3359,1298,483,404300
542,231,121,354200
4449,1684,617,399700
1779,721,258,434500
3633,1393,506,401800
3626,1348,480,423200
1261,472,183,438000
95,31,15,475000
3881,1315,517,367500
1065,398,155,378100
7200,2428,843,500001
2107,740,280,500001
4760,1511,572,500001
4845,1634,734,499000
7505,3325,1016,204200
1584,615,202,166800
17032,7653,2359,213700
1133,716,235,162500
2836,959,335,500001
11444,3898,1257,500001
3477,1216,395,500001
4711,2089,621,485400
3129,1606,698,210100
3084,1557,501,194700
4026,1850,709,181200
3153,1318,431,285400
3241,1552,494,307000
2808,1038,337,353600
2638,1055,334,365800
1780,764,226,427700
2085,852,264,366700
5332,2093,839,237400
2541,986,346,288000
1610,703,217,329400
1299,533,180,291700
3421,1341,428,320400
2876,1089,377,286900
2169,877,245,312600
1469,578,219,253600
1803,946,266,205100
3338,1834,520,197600
2150,1094,324,198500
6306,2581,911,310700
1350,490,257,171100
1736,638,297,147100
2735,1076,487,155700
3029,1236,487,197000
2239,928,353,203700
1685,835,372,134500
1631,752,288,150200
2512,1179,480,123000
1255,779,307,147700
7999,3596,1396,174200
2335,980,417,178900
4986,2805,1016,173200
2159,981,369,175400
1712,956,341,162000
3735,1708,633,191100
4123,1895,772,195000
3801,1654,571,193300
2038,947,349,198000
4921,2312,725,243200
3455,1375,474,218600
3846,2053,716,184800
3751,1949,555,269400
2084,1154,307,235600
2978,1531,400,237700
2338,1003,398,170500
678,318,91,246400
1216,572,178,240300
1592,969,233,248700
6265,3326,872,272900
2133,850,350,209800
1579,734,264,201000
15259,7266,2338,272400
4030,1777,718,184000
2854,1211,452,164700
3426,1512,580,227400
1811,911,340,149700
7578,3637,1362,190000
1887,895,359,196600
1794,810,335,191400
2172,945,384,194200
1425,573,239,185000
6508,3259,1081,157800
3807,1821,792,164300
2347,1135,490,161000
3054,1495,496,171100
3779,2493,679,109000
3108,1687,516,170800
4865,2315,893,173500
2275,1233,418,162800
1531,1271,377,85100
2850,1024,515,175000
3999,1591,887,112500
44,23,11,212500
246,316,52,104200
1157,956,232,80400
408,302,81,69800
215,100,34,81300
1298,716,268,76400
1572,1046,350,68600
60,42,25,67500
2014,1354,427,131300
3756,2237,686,132900
392,287,81,110000
1991,1139,423,113600
2178,1545,471,112200
2892,2104,641,113800
1595,991,300,134100
1156,643,209,156600
5151,2548,1165,158800
1967,1144,364,150100
1982,1179,398,130800
2237,1438,551,120700
1222,819,251,129400
2191,1563,524,114200
1899,1357,443,97200
1326,1023,295,97700
2449,1801,548,110300
1428,1272,319,93900
950,1073,280,107800
1728,934,412,133700
2070,784,294,182800
1612,887,331,146100
2099,1135,509,120800
6487,3408,1560,133300
1817,1220,389,103600
2751,1390,489,165100
1901,833,352,210800
1141,434,196,186900
1627,848,316,144600
1226,590,260,140400
1882,797,342,140800
1876,807,377,141600
1695,719,334,139100
1769,828,309,150800
1128,702,270,134100
1585,981,373,135800
1543,777,322,142600
1675,806,311,135300
1788,933,329,133400
1986,1041,385,135100
1340,766,241,111700
2142,1318,431,111600
1485,971,303,114600
1042,773,248,104700
2313,947,430,143300
1917,936,435,140300
1611,786,411,145500
2206,989,444,143900
2112,1406,452,105200
1880,1358,422,105200
1275,844,273,95600
1066,729,286,81700
907,479,161,79000
844,583,265,105800
1540,1007,338,72900
2591,1638,462,79700
969,599,195,71600
1334,1048,316,88000
1995,1182,439,84300
369,371,111,79400
1258,885,229,121600
1064,912,239,69100
3150,1798,749,37900
3507,1224,676,269800
3453,1353,728,274500
154,89,38,275000
2515,1327,428,95000
2002,1166,395,91500
1891,1047,432,86100
1796,1107,372,87000
709,644,174,84200
1954,1437,440,93800
921,585,236,94000
215,126,43,104200
2851,1285,712,186800
2326,1356,441,90300
2158,1220,442,111500
2389,1672,584,88300
2225,1304,459,112100
268,198,82,156300
2304,1377,454,140600
3887,2512,740,122400
4649,2606,953,129100
2669,1341,555,119600
2955,1417,682,167800
2549,1060,528,178400
3924,1992,773,177800
2505,872,345,286500
2403,917,404,253400
3056,1103,481,247300
1911,697,275,267700
3943,1524,614,321600
583,235,84,288200
1736,602,231,401000
2254,715,306,304000
1526,696,263,261900
296,216,63,22500
1014,537,204,183300
1250,631,279,220100
1895,983,519,195800
1119,565,199,186900
2116,900,361,212200
1615,710,285,239000
1432,681,348,218100
2686,1159,559,200400
2866,1305,589,209100
2125,912,462,217200
2053,873,415,223000
1102,688,303,141700
1772,880,437,162500
1450,568,234,311400
2591,905,378,263200
2085,748,354,262000
2085,796,339,273700
2657,1131,489,234900
2501,805,329,358500
3191,1148,507,333700
1369,490,248,287500
3009,1053,490,324400
1930,692,296,315500
2083,685,286,331200
2739,1259,436,109400
2672,1298,478,85800
3159,1343,479,73200
3461,1947,647,68400
3140,1645,640,74600
3003,1530,653,78300
3810,1993,721,66900
2673,1282,514,105900
2715,1532,530,69500
2696,1208,494,122400
1668,841,283,75000
2677,1244,456,103600
3276,3546,585,103100
1880,743,314,152700
1504,660,258,116700
2920,1382,499,71100
1451,467,255,212500
430,36,18,187500
1058,851,269,87500
2046,952,353,92200
1789,1134,396,91300
2180,755,223,173400
1709,97,44,200000
1485,406,180,84600
856,388,108,107200
2443,868,342,114800
1429,585,188,131600
1492,717,254,104200
2731,1215,483,110500
1258,235,96,136800
1339,503,219,109700
1564,339,147,99300
1216,421,185,103600
3119,786,351,118500
1882,673,277,141900
1194,494,203,85800
1262,534,226,90400
2682,1010,399,86900
1408,522,221,89600
8005,999,383,313400
3080,1045,425,126100
1106,466,180,126600
529,191,83,103600
964,485,198,96100
1758,689,278,104200
2138,829,330,107200
1194,414,151,101900
968,283,143,94400
2732,1005,499,86700
1669,589,281,100800
1653,737,308,114100
2807,675,251,107800
3109,885,334,134700
3831,984,328,162500
1437,395,144,127600
2722,828,289,109700
3142,725,285,121400
2708,712,261,117700
3042,918,336,118800
2429,883,300,97600
2465,381,146,87500
2040,350,129,126000
1463,54,26,206300
2967,112,48,437500
1561,30,11,500001
4341,1978,682,172200
3522,1456,544,163400
1604,540,190,113200
3876,1960,691,127300
1720,850,326,128600
2180,1070,377,128200
1280,609,248,132600
1438,675,268,119300
1374,709,239,118500
1877,884,323,120100
81,55,16,87500
1961,113,53,95500
5218,1949,659,213300
2499,1040,333,239600
1831,813,269,173400
13255,5001,1627,228900
3425,1357,451,217500
6322,2957,1024,197500
5743,2651,962,172500
7392,3096,1065,198900
4913,2005,723,187900
3432,1286,470,186600
2073,916,373,163300
4810,2242,900,176900
3421,1689,545,217100
2339,1062,380,180800
3707,1601,555,300600
2213,1097,351,170100
4545,2033,718,207600
3247,1459,517,202800
2229,788,341,196300
5460,2645,838,230600
2692,1302,420,167400
1013,410,158,184600
1533,674,287,146100
3685,1714,734,128300
2616,1158,457,142600
2005,882,353,120500
4236,2008,881,111300
2259,1099,463,121600
3509,1576,564,148500
512,314,140,108300
3117,1606,588,127900
1276,799,259,128600
4414,1865,699,150900
2104,1060,400,138100
2325,967,376,158700
2146,862,351,141300
2155,857,356,141200
1661,789,319,108700
1236,615,248,106900
1728,731,334,94700
3145,1432,559,117500
4492,2093,734,151700
4577,1944,700,140200
6305,2597,921,132200
1821,769,266,131700
3006,1102,418,136600
2925,1226,437,133800
2715,1301,473,126400
892,427,164,118800
432,208,73,100000
2598,796,297,98000
1115,86,32,115600
1988,36,15,162500
3417,1703,623,170700
1313,731,232,208300
8396,3952,1474,118800
2319,1126,372,155900
5928,2697,1096,141400
5036,2243,923,138500
956,662,180,56700
1314,1155,326,49600
607,483,146,47500
112,193,40,47500
925,797,228,44800
1286,972,345,50400
1414,902,243,56700
772,606,167,59200
1960,1286,381,53000
1763,1623,390,47700
1377,1280,259,43300
1081,821,230,52600
1287,1386,306,46900
1855,1091,443,93900
1461,924,356,90300
2114,2050,474,50000
1404,1515,387,56400
853,1228,289,39600
173,401,84,75000
1717,1343,471,51800
1659,1391,447,61200
3161,3530,846,46700
610,406,122,43800
2581,1642,509,52600
1276,927,238,54100
1702,1347,316,62100
60,46,13,67500
355,233,75,73900
1719,1369,368,53000
1541,1007,313,53500
1026,789,183,52800
1334,1171,319,48500
1908,1383,375,57800
1731,1210,341,49500
1592,962,282,51300
314,178,66,52500
354,530,115,34400
1562,927,277,44100
1987,1233,383,45300
5872,5034,1224,61800
1745,1530,391,44400
1240,1035,232,60600
1481,1543,372,49800
1254,1056,279,50800
3972,2863,729,58500
3247,4179,881,60800
1347,854,267,52600
1553,1449,341,45500
2290,1685,536,52100
1236,946,261,50000
1926,965,316,93100
2788,1365,525,120300
2438,1563,538,62500
2343,1347,405,93100
2845,1219,460,117900
2437,1005,380,171700
2097,911,405,121600
556,249,71,108300
843,453,149,153800
2461,1587,551,225000
1914,1116,424,65900
1713,766,232,127200
2645,1660,991,89500
1621,678,394,54200
3972,1586,560,151400
2456,1350,424,91600
2246,1190,403,70400
755,681,207,49300
1432,836,237,88300
1243,836,277,74200
2512,1464,450,92300
1036,620,174,110400
1931,1344,414,58000
1237,638,239,65300
2546,1257,418,89500
834,616,211,61200
2080,1026,333,92800
1551,1058,287,92600
2214,1326,416,66700
1226,706,211,68400
1694,1008,321,96000
2263,1184,407,74200
524,302,93,81300
1584,984,300,67900
1485,867,271,78300
1191,537,182,96700
1853,1397,417,72000
3291,1738,634,67300
1022,741,213,48800
1186,774,271,57100
662,607,181,55600
2059,834,405,67900
2419,1284,426,54200
1827,855,353,55100
1973,1107,375,66900
2194,924,542,68500
1853,764,390,69200
1788,1156,418,58400
1792,1049,357,57100
2224,832,406,78400
1185,635,239,56100
377,530,96,45000
2625,1368,551,59000
2408,1361,465,61300
1425,949,325,51300
1175,982,278,52000
2070,1925,444,46600
1343,1063,342,49800
3800,3786,917,50600
1607,1407,382,53400
1576,1567,366,45500
2009,2219,505,49100
1623,781,272,56000
1945,1492,422,54600
2347,1676,481,49400
2137,1194,444,69100
1325,811,281,62800
1454,729,252,70100
1818,1680,418,48300
2233,2031,491,50800
2236,1042,397,59600
4893,4749,1067,55600
1740,1098,347,51300
1515,852,297,54200
2331,1290,477,55400
2093,1621,438,58700
912,842,219,52800
2077,1887,489,59800
2072,2002,470,44500
6403,3573,1260,69000
4832,2190,888,74700
1548,886,311,71300
1691,869,337,86900
6202,5561,1435,64700
1745,901,303,67900
