year,mileage,tax,price
2016,14987,30,22798
2016,9481,125,17998
2016,72981,0,11698
2016,32923,20,12998
2017,29109,160,17998
2016,14115,30,16698
2017,12806,145,20498
2015,21691,145,15798
2015,28136,145,14998
2017,23905,145,18698
2018,16800,150,18491
2014,48500,30,12551
2016,23264,20,17295
2017,19078,30,17530
2015,43131,20,9270
2016,31913,0,10510
2016,42553,145,14053
2015,34175,200,18498
2015,24861,125,15698
2016,21480,125,16498
2019,50,145,34698
2017,31354,145,25498
2014,47000,0,7956
2013,59811,150,12998
2017,37882,0,12498
2015,56960,260,22798
2018,10581,145,18351
2017,18737,145,18298
2017,26369,145,17298
2016,54000,145,15995
2016,41100,125,15995
2015,32874,30,14998
2016,97729,30,13498
2016,22697,30,16298
2013,78268,30,8498
2017,30813,0,10998
2015,33507,20,13498
2019,8766,145,28991
2016,35000,30,18998
2017,21967,145,18998
2016,20638,125,16998
2016,19512,0,12798
2016,26480,30,19998
2016,68248,20,12998
2019,4842,145,22998
2016,40050,20,13995
2014,82500,145,12995
2017,53000,0,14295
2013,80242,30,10070
2015,29554,0,9798
2019,3601,145,18998
2016,28753,20,16998
2015,9545,200,18298
2015,22319,0,10250
2015,41633,200,28127
2017,19530,145,17060
2019,333,145,20888
2017,15665,150,15495
2019,3657,150,18990
2017,35000,30,13940
2019,1996,145,29698
2015,29850,30,14498
2016,49458,30,14498
2018,19288,145,23950
2018,19300,145,23995
2016,41100,0,14995
2017,21178,150,17954
2019,5423,145,21995
2017,23496,150,15995
2019,1786,150,27444
2020,1500,145,25444
2019,2000,145,38444
2019,8000,145,39990
2016,10855,160,19498
2016,32012,150,17498
2013,45618,30,9698
2016,39882,145,16998
2018,6541,145,25850
2019,2970,145,20350
2015,39549,30,15998
2016,43565,125,18998
2016,31300,30,18498
2015,40321,20,13298
2015,21725,145,15998
2016,37978,165,17498
2019,4636,145,18495
2019,6137,145,26995
2019,6001,145,31500
2019,2054,145,27888
2016,14946,30,11990
2019,4000,145,50950
2017,31286,125,23850
2018,15072,145,18450
2019,3826,145,19990
2018,3954,145,20999
2016,25204,145,19495
2017,31952,145,19995
2019,6249,145,29444
2019,6262,145,19990
2017,18365,145,22750
2017,21248,145,18850
2018,8300,145,16990
2019,4519,145,19888
2016,27730,30,15990
2020,4235,145,33888
2020,500,145,23888
2019,4878,145,19190
2015,43811,125,12990
2019,14481,145,28490
2019,15961,145,21490
2016,23194,30,16490
2016,27386,125,19990
2017,17889,145,36990
2017,27209,145,19250
2016,31022,200,32498
2014,40700,30,14798
2015,43440,0,9298
2016,30001,30,12298
2015,19523,205,15995
2016,74381,145,14998
2015,68137,30,12498
2016,50903,125,14998
2016,39312,30,16131
2017,68468,20,13298
2015,49039,165,18998
2016,39537,30,16435
2017,32516,145,19465
2017,31587,150,20435
2016,22328,30,11191
2016,33015,145,15540
2015,73567,0,9391
2016,81517,30,14598
2016,77061,30,13498
2015,21396,0,10498
2015,35177,125,15698
2015,36910,0,10198
2016,77976,0,11998
2016,85793,30,13298
2016,32379,0,14998
2015,55036,125,13995
2015,45000,20,11385
2015,66500,125,13890
2017,72816,0,12898
2015,91593,20,13198
2015,60362,30,13898
2018,13218,145,29898
2016,22688,145,16489
2017,37624,145,36989
2015,39502,30,11295
2016,30319,145,18698
2018,17047,145,15498
2015,26308,145,15798
2019,85,145,25498
2016,51559,20,14798
2015,23081,0,11998
2016,7355,260,24698
2015,43793,125,14298
2017,35786,145,18998
2014,46573,240,17995
2016,37188,20,15485
2017,70500,20,14485
2013,46206,145,13695
2016,64842,160,15480
2017,26856,145,19465
2017,44573,145,12980
2017,13490,145,18998
2015,55259,125,14498
2017,13506,145,17498
2014,52037,125,13498
2013,59773,30,11998
2015,40170,30,9898
2017,27792,145,22498
2016,57365,30,14698
2016,39824,20,14898
2016,74392,145,14498
2017,41225,145,18885
2017,10253,145,19990
2016,54928,125,18440
2016,67181,200,27950
2015,5322,30,14298
2016,31226,30,15498
2016,30738,145,17498
2015,42180,200,18798
2015,20274,200,20498
2015,41015,0,10498
2014,50573,20,10998
2016,15982,30,17898
2017,21789,145,21998
2016,44069,30,14998
2019,6612,145,19998
2018,22710,145,15840
2018,5894,145,26995
2016,58767,200,19440
2015,66000,235,22995
2017,24190,145,19465
2018,35800,145,48985
2017,40000,145,12950
2017,28000,20,20650
2018,21000,145,28450
2016,31000,30,16450
2017,62140,145,15498
2019,156,150,26998
2019,8396,150,17690
2014,23340,260,17998
2017,19331,125,17998
2019,10,145,35498
2015,32914,145,16698
2016,41910,145,16998
2017,27430,145,18498
2016,62000,30,17498
2016,29049,200,19498
2018,14974,145,18698
2017,30795,145,14798
2016,41049,20,14998
2016,29709,20,14298
2019,21,145,35498
2019,28,145,31498
2015,43734,145,15998
2016,42167,235,29998
2016,19048,20,13998
2016,65483,150,16998
2019,21343,150,26888
2018,20356,150,19222
2016,17067,145,18450
2017,26022,20,13390
2017,17666,20,14998
2017,13344,145,20998
2017,32997,145,18998
2016,23718,30,12298
2014,57525,235,17998
2013,43309,200,15998
2018,23669,145,17698
2016,31649,30,15998
2016,15056,125,13290
2019,4667,145,20444
2017,12000,145,17444
2018,11489,145,20490
2019,7801,145,25444
2019,4467,150,21644
2014,43605,300,16990
2013,69884,145,10190
2017,27428,145,19491
2016,42391,0,9578
2016,32002,30,16998
2017,24654,30,16298
2016,31952,0,11998
2015,38431,30,17498
2016,34189,200,19998
2017,57161,20,14298
2017,46147,145,15498
2016,48889,0,9498
2014,80050,125,10917
2016,22225,30,13170
2016,28083,300,28991
2018,19000,145,23650
2019,6837,145,19888
2016,24020,145,17790
2017,32066,145,35850
2016,25647,30,15990
2019,10342,145,44990
2015,27632,125,13990
2016,35421,30,16990
2016,38578,145,16290
2019,4462,150,22444
2019,5304,145,21790
2019,3505,145,21490
2017,30262,145,49490
2017,10044,145,18490
2019,4000,145,56490
2019,3047,145,19790
2017,23166,145,20040
2017,17450,145,18230
2017,30949,30,17990
2017,34003,0,11495
2016,30578,0,14995
2015,28129,125,16498
2017,51875,20,15498
2016,33279,30,16298
2015,31695,160,18298
2017,12300,145,17990
2017,21541,145,15490
2018,10200,145,21790
2019,5843,145,21990
2018,23800,145,23990
2018,21000,145,20750
2019,1500,145,26888
2019,1500,145,26888
2019,1500,145,26888
2019,5000,145,20999
2019,5000,145,46999
2016,30245,165,18990
2016,28307,20,13999
2014,60173,205,14888
2014,30126,20,11444
2015,42687,150,17888
2019,8567,150,43490
2017,16252,30,13222
2014,36478,125,9390
2014,25414,150,16990
2015,45009,20,14898
2013,41442,125,12698
2015,75960,235,22498
2013,61278,145,11498
2019,1500,145,27888
2019,1500,145,26888
2019,4000,145,31888
2019,5335,145,24888
2019,10500,145,54490
2015,24000,200,20990
2018,7650,145,44999
2016,16327,30,13888
2016,42583,150,16990
2018,18323,150,20290
2016,14727,160,30790
2016,50687,145,18990
2017,14575,145,19444
2015,22148,200,15888
2019,13059,145,19498
2016,18419,125,15998
2015,38952,125,16998
2016,26157,125,19998
2018,21017,145,43888
2019,1845,145,30990
2020,4000,145,19990
2019,1500,145,19990
2016,23314,240,19000
2018,18478,145,25489
2015,37026,145,15489
2016,22688,145,16289
2017,28151,160,22689
2017,37624,145,35989
2018,9452,145,23489
2017,41887,145,19350
2018,16725,145,44999
2014,44219,30,12498
2016,46512,260,20498
2015,43512,30,11298
2017,23572,145,21898
2015,25719,160,17998
2016,32951,30,19298
2019,10556,145,19498
2016,29067,30,19998
2015,26300,0,10598
2020,3500,145,21888
2020,402,145,22290
2013,58867,125,8498
2016,33303,20,14998
2016,29819,0,11200
2015,35520,260,23998
2014,55292,205,12995
2017,30266,125,13888
2018,22465,150,19990
2017,18541,30,18444
2017,37125,125,19888
2018,18258,150,22444
2017,16438,150,12444
2015,51962,200,17498
2015,26811,30,12798
2017,68996,30,16498
2016,46843,235,28498
2016,62668,30,16498
2016,33000,160,16650
2016,40601,30,16490
2017,43000,30,19190
2017,23694,145,17250
2017,21130,145,18990
2019,6000,145,49990
2019,4000,145,18888
2019,6500,145,26999
2019,4000,145,129000
2020,4000,145,22888
2020,3500,135,46450
2017,7898,125,17490
2020,1500,145,19490
2017,4653,145,20490
2017,18365,145,17990
2015,45300,125,13995
2017,20250,145,20495
2017,25335,30,17990
2017,22631,145,27990
2014,56601,200,12040
2013,50124,30,10440
2014,26782,235,13798
2015,38430,145,14298
2017,8642,145,20698
2019,12482,145,24998
2019,9880,145,24998
2017,4734,145,16998
2016,34581,30,15998
2018,13798,145,19798
2017,31232,150,20998
2017,20110,145,19498
2015,39056,200,19698
2015,36964,30,13998
2013,72011,30,9298
2017,12623,150,19798
2017,29668,145,23790
2015,26540,205,19995
2014,67054,30,9995
2013,51000,150,12495
2016,43000,0,10495
2015,66088,20,12998
2015,58223,235,14180
2015,35361,200,19230
2016,25276,30,16050
2017,13000,145,20690
2017,22467,145,18990
2019,9461,145,26490
2019,12930,145,20890
2019,774,145,34750
2016,39507,160,24490
2015,52539,30,11250
2013,56884,125,8490
2016,22883,160,15763
2017,24523,30,18298
2017,22195,145,18698
2018,13972,145,17298
2016,29602,145,17498
2015,48603,200,18498
2017,12882,145,16498
2017,65145,235,27498
2019,35,145,34998
2018,19934,145,16498
2019,5624,145,23444
2019,4550,145,32888
2016,44887,20,16450
2019,1856,145,35888
2015,30837,160,17998
2018,32383,145,21498
2015,32424,200,19998
2017,21177,145,17998
2017,38000,145,13395
2014,26600,20,11995
2017,9975,145,20995
2016,68294,0,10498
2016,29744,30,14498
2015,41319,20,14998
2016,29738,30,19998
2016,67959,0,10298
2017,17013,145,18498
2013,58573,125,9600
2016,54813,30,14998
2017,14290,145,19298
2018,20298,145,18998
2015,38967,125,18598
2016,39021,30,11298
2014,57842,30,14495
2013,45582,200,12495
2019,16047,145,17295
2014,44980,145,12495
2015,41667,145,12995
2018,24441,145,27991
2014,68180,30,12498
2016,30090,125,13498
2016,17272,125,19298
2016,53832,30,18498
2016,47791,0,13998
2016,30451,200,20498
2016,14991,160,23998
2017,32512,30,17698
2016,47350,20,13498
2014,53664,30,10998
2016,37123,20,8698
2015,41781,125,15798
2017,34870,145,16998
2014,40473,235,19998
2018,16473,145,21498
2019,3690,145,21450
2019,6161,145,19888
2016,52793,200,30998
2019,15,145,35698
2017,20239,145,19998
2019,74,145,31698
2017,30150,145,23198
2016,56457,20,13998
2016,41443,30,16995
2017,10533,145,21998
2017,13611,145,20798
2016,15559,150,21880
2017,18882,150,16440
2017,18698,145,19000
2016,16837,20,16000
2019,2903,150,18990
2017,18745,150,20650
2019,4454,150,21790
2019,6295,145,21444
2017,22456,145,21998
2018,25922,145,17998
2015,23960,145,16998
2018,11040,145,21798
2018,15987,150,20498
2017,12396,20,13495
2017,51870,20,11495
2016,28790,0,9995
2017,47000,30,13995
2015,37300,30,11995
2017,18972,145,19495
2017,70580,145,13995
2018,21993,145,22795
2017,49471,145,15495
2016,66000,30,14495
2016,50715,30,16750
2017,12978,145,20450
2018,7825,145,27500
2019,12863,145,23535
2019,14520,145,21374
2019,12971,145,23413
2019,2942,145,21714
2018,7566,145,42500
2019,2977,145,43500
2019,7315,145,21450
2019,14,145,25888
2017,14712,30,16650
2017,25483,30,15835
2017,9806,30,19750
2020,4000,145,19444
2020,1500,145,25990
2020,1500,145,25990
2019,9350,145,30888
2019,3890,145,26500
2019,8735,145,43888
2016,22515,125,15995
2016,57828,30,15745
2017,21641,145,16995
2017,18454,145,13795
2017,36633,20,12595
2013,39511,145,13455
2016,35047,30,14295
2016,58406,145,13995
2016,21331,145,17400
2017,14707,125,17800
2016,27706,30,11990
2016,30928,20,13250
2017,41272,145,20250
2017,30427,145,53990
2019,3334,145,19888
2019,2091,145,24250
2019,2683,145,25250
2019,2311,145,28888
2019,1910,145,28690
2019,2492,145,19490
2016,75189,0,9895
2016,52804,30,15595
2016,55545,20,11495
2017,68643,0,11995
2016,58836,30,17995
2015,71335,0,9595
2016,57173,20,15495
2017,46862,145,17695
2016,53440,0,10395
2016,45954,0,10495
2017,25234,145,19445
2016,22270,125,15845
2016,19273,200,22995
2018,40929,145,24495
2018,13144,145,19895
2017,18998,145,17995
2015,15016,300,28985
2020,1560,145,23995
2016,36273,30,16995
2018,27304,145,20995
2019,3011,145,77888
2019,804,145,19250
2019,5429,145,36444
2018,5864,145,18995
2017,26413,20,13695
2020,2234,145,37999
2019,10055,145,29250
2016,35624,30,15990
2015,65866,325,22995
2018,10018,145,25495
2015,23026,200,16990
2014,83468,150,12995
2016,30123,30,12995
2016,38341,125,12790
2017,41000,0,14995
2017,42755,30,15250
2020,1192,145,22990
2019,3371,145,24448
2019,2853,145,20344
2020,5480,145,53990
2019,3927,145,19888
2019,3479,145,22890
2015,11484,325,51995
2017,27444,0,11795
2018,16249,145,22650
2017,10417,0,13250
2017,14935,145,21250
2019,9057,145,22000
2019,4250,145,30500
2019,2774,145,28888
2019,3076,145,32000
2013,19834,570,47995
2015,59200,0,9695
2016,25721,200,22495
2018,9087,145,28995
2016,31000,20,17495
2016,25721,200,22495
2018,9087,145,28995
2015,35921,30,13495
2015,59886,160,15750
2017,16471,30,22450
2017,20184,30,19750
2015,53646,235,23450
2017,22077,145,15750
2017,17000,145,19450
2017,20891,125,23490
2015,43000,205,16450
2014,75848,165,11495
2017,21883,145,21995
2018,25374,145,22495
2015,77352,30,14995
2018,12350,145,18995
2016,14847,260,22995
2015,32235,30,16995
2013,82890,300,17995
2013,48000,125,9995
2016,21662,30,12995
2014,48399,200,17790
2016,29813,0,11790
2017,91212,30,13490
2013,61400,125,11450
2016,30625,30,15990
2015,48194,20,11390
2017,18887,125,19990
2017,16236,145,23990
2015,61443,20,9990
2017,51243,30,19990
2019,4686,145,18595
2018,1643,145,13495
2017,28334,150,11895
2017,15916,150,17995
2015,65285,20,16350
2017,59000,30,15250
2015,57729,30,12690
2014,68037,125,8290
2014,46186,265,22490
2016,49379,20,9995
2015,1800,30,13495
2013,39000,150,10750
2016,48269,200,19750
2014,73722,30,8600
2016,83984,20,12000
2015,74901,30,9500
2016,33319,0,14295
2019,28,145,45991
2019,8900,145,26990
2019,37,145,49990
2016,58398,20,11695
2017,2022,145,16498
2019,1596,145,20998
2015,37986,160,17698
2020,183,145,31498
2017,27496,150,13998
2019,31,145,49990
2017,21984,145,16990
2018,16022,145,37990
2018,13896,145,54950
2017,46066,145,21583
2019,6874,145,21490
2019,5000,145,22997
2015,34616,0,10716
2019,12666,145,17691
2019,10809,145,20933
2019,2459,145,25990
2019,1822,145,29290
2019,5000,145,27491
2019,10778,145,26978
2019,11479,145,26990
2019,6500,145,30490
2019,38,145,44636
2015,35000,20,22950
2020,2000,145,52500
2016,58000,20,17950
2019,5800,145,34950
2015,30649,200,19998
2017,21225,125,17498
2015,29820,235,24998
2016,41014,125,10998
2016,67000,0,16950
2018,19500,145,48950
2017,31185,200,22440
2017,28987,30,15995
2017,30899,145,11895
2013,63153,200,14750
2018,11450,145,19000
2017,24423,150,20495
2020,50,145,34990
2019,8000,145,21644
2020,5000,145,26990
2019,5000,145,59990
2019,5000,145,27858
2019,50,145,27990
2019,6000,145,27990
2018,11551,150,23490
2015,52357,125,12490
2019,10577,145,20991
2016,29955,150,17490
2016,42555,205,18890
2019,8345,145,20790
2017,20122,145,21390
2017,17503,145,36230
2017,21375,145,47490
2019,6051,145,34583
2016,28639,325,47992
2016,53340,30,13990
2016,69030,145,16710
2015,27890,0,9998
2013,53529,125,8998
2015,12277,0,11998
2019,250,150,31998
2019,65,150,31998
2016,42334,125,17870
2018,26388,150,24477
2017,22309,150,18101
2016,46331,150,18243
2017,29887,205,19690
2018,21633,150,15290
2019,355,150,29490
2016,43014,125,16298
2017,15449,145,19998
2016,23707,30,11000
2016,44696,20,11679
2017,25168,30,14399
2016,30499,165,19690
2019,14600,150,32390
2015,18776,150,16490
2015,24120,20,15998
2016,24015,0,11698
2018,9118,145,18998
2019,19,145,30998
2019,21,145,34998
2019,19,150,34998
2018,10045,145,20977
2016,24800,0,10920
2016,46783,20,11899
2017,17425,145,11201
2017,40133,145,17995
2017,27691,150,17985
2017,11126,145,21985
2016,26054,30,17798
2016,19118,235,17798
2017,16078,145,25498
2017,19349,30,17998
2018,13268,145,19998
2019,5445,150,21990
2018,12554,150,19690
2019,5665,150,23269
2020,4554,150,27490
2020,5445,150,28990
2020,5665,150,28990
2015,51445,0,9399
2013,46022,30,12640
2016,55885,0,12270
2017,12122,150,20298
2016,32155,150,17298
2016,32879,0,14798
2019,21,145,31998
2014,43012,150,12898
2016,15274,150,16898
2018,21941,145,17498
2014,60667,30,9198
2016,16922,30,19498
2016,33657,200,20498
2016,39333,20,16998
2017,43442,145,19790
2015,60889,160,14640
2016,14722,20,13180
2015,38146,30,13923
2016,52576,30,16420
2017,17789,145,15700
2018,40442,145,17990
2015,54654,145,14998
2016,20527,0,11998
2017,31362,145,16498
2019,85,145,34998
2016,56971,235,27998
2017,19588,30,18998
2017,14413,145,19498
2018,17288,145,17498
2017,20969,145,23798
2016,26765,150,16498
2018,10223,150,27390
2018,19443,145,37495
2017,14703,150,20890
2017,38331,20,16380
2015,39255,145,14640
2018,10147,145,24980
2016,39697,145,16790
2016,78545,20,13498
2018,17204,145,19998
2015,23065,145,15998
2018,23319,145,18298
2018,15529,145,18298
2018,10730,145,17798
2014,81457,0,8280
2013,67691,145,9250
2013,36219,145,10210
2016,19122,145,19291
2016,31661,125,17950
2016,61306,0,9250
2016,75308,20,10000
2016,30647,145,18620
2015,85782,30,8999
2015,92760,0,8000
2016,73722,0,11000
2015,91567,20,8000
2013,81171,125,11850
2016,90818,0,8600
2017,14000,145,17490
2015,54000,0,8390
2013,60000,150,11190
2014,33000,30,11690
2017,38500,145,16250
2014,39210,555,23400
2017,21796,30,14995
2016,34396,145,16995
2016,36211,20,16950
2017,45465,145,20150
2015,42255,235,14730
2016,15110,145,19000
2015,52891,205,19999
2016,36385,125,12500
2015,37231,30,13500
2016,30647,145,18350
2015,62710,0,8950
2016,41847,165,16750
2015,43740,145,17000
2015,49548,20,12500
2016,29112,0,16000
2016,24602,145,18000
2015,40402,145,16250
2015,48299,30,10950
2016,29328,0,11000
2015,24848,125,14498
2018,11349,145,19298
2018,12186,145,18998
